CustomerId,Nombre,Localizacion,idLocalizacion,Genero,idGenero,Edad,RangoEdad,idRangoEdad,Patrimonio,RangoPatrimonio,idRangoPatrimonio,SalarioMensualEstimado,RangoSalarial,idRangoSalarial,TDC,idTDC
15625698,Dumetochukwu,Espana,3,F,1,23,18 - 25,1,0,De 0 - 25000,1,16389.04, > 15000 , 7 ,SILVER,4
15694879,Reeves,Espana,3,F,1,23,18 - 25,1,0,De 0 - 25000,1,16399.16, > 15000 , 7 ,SILVER,4
15724453,Fan,Francia,2,M,2,23,18 - 25,1,0,De 0 - 25000,1,16569.25, > 15000 , 7 ,DIAMOND,1
15750476,Hendrick,Espana,3,M,2,24,18 - 25,1,0,De 0 - 25000,1,339.19, De 0 - 500 , 1 ,DIAMOND,1
15702806,Martin,Espana,3,M,2,24,18 - 25,1,0,De 0 - 25000,1,906.96, De 500 - 1000 , 2 ,SILVER,4
15628308,Akubundu,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,1096.66, De 1000 - 2000 , 3 ,DIAMOND,1
15788218,Henderson,Espana,3,F,1,24,18 - 25,1,0,De 0 - 25000,1,1200.53, De 1000 - 2000 , 3 ,SILVER,4
15779886,Munson,Espana,3,M,2,24,18 - 25,1,0,De 0 - 25000,1,1359.96, De 1000 - 2000 , 3 ,SILVER,4
15589210,Adamson,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,1709.64, De 1000 - 2000 , 3 ,GOLD,2
15606507,Pisani,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,2292.79, De 2000 - 3000 , 4 ,PLATINUM,3
15637644,Hanson,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,2861.30, De 2000 - 3000 , 4 ,DIAMOND,1
15566495,Hanson,Espana,3,F,1,24,18 - 25,1,0,De 0 - 25000,1,2966.69, De 2000 - 3000 , 4 ,PLATINUM,3
15714789,Perez,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,2967.61, De 2000 - 3000 , 4 ,GOLD,2
15711288,Hay,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,3137.86, De 3000 - 8000 , 5 ,DIAMOND,1
15589323,Law,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,3235.89, De 3000 - 8000 , 5 ,GOLD,2
15600651,Ijendu,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,3992.59, De 3000 - 8000 , 5 ,GOLD,2
15568982,Hao,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,4560.34, De 3000 - 8000 , 5 ,GOLD,2
15591257,Ejimofor,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,5112.45, De 3000 - 8000 , 5 ,GOLD,2
15700937,Romano,Espana,3,F,1,24,18 - 25,1,0,De 0 - 25000,1,5620.49, De 3000 - 8000 , 5 ,GOLD,2
15655192,Fiorentino,Espana,3,F,1,24,18 - 25,1,0,De 0 - 25000,1,5754.41, De 3000 - 8000 , 5 ,SILVER,4
15603594,Nwankwo,Espana,3,M,2,24,18 - 25,1,0,De 0 - 25000,1,5889.06, De 3000 - 8000 , 5 ,GOLD,2
15737173,Andrews,Espana,3,M,2,24,18 - 25,1,0,De 0 - 25000,1,6365.83, De 3000 - 8000 , 5 ,GOLD,2
15701280,Romano,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,6541.50, De 3000 - 8000 , 5 ,SILVER,4
15698246,Gordon,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,7057.87, De 3000 - 8000 , 5 ,PLATINUM,3
15575955,Lujan,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,7393.71, De 3000 - 8000 , 5 ,GOLD,2
15755722,H?,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,7681.72, De 3000 - 8000 , 5 ,SILVER,4
15775234,Laurie,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,7717.74, De 3000 - 8000 , 5 ,GOLD,2
15615091,Maitland,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,7734.27, De 3000 - 8000 , 5 ,GOLD,2
15761854,Burn,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,7842.08, De 3000 - 8000 , 5 ,PLATINUM,3
15571843,Lawrence,Espana,3,M,2,24,18 - 25,1,0,De 0 - 25000,1,8233.56, De 8000 - 15000 , 6 ,DIAMOND,1
15739223,Pai,Espana,3,F,1,24,18 - 25,1,0,De 0 - 25000,1,8516.26, De 8000 - 15000 , 6 ,DIAMOND,1
15779522,Efimov,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,9112.98, De 8000 - 15000 , 6 ,SILVER,4
15710853,Ts'ui,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,9680.00, De 8000 - 15000 , 6 ,GOLD,2
15792679,Troupe,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,9993.98, De 8000 - 15000 , 6 ,PLATINUM,3
15672242,Aksenov,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,10102.71, De 8000 - 15000 , 6 ,GOLD,2
15758726,Chiemeka,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,11715.51, De 8000 - 15000 , 6 ,PLATINUM,3
15734948,Igwebuike,Espana,3,M,2,24,18 - 25,1,0,De 0 - 25000,1,12055.04, De 8000 - 15000 , 6 ,SILVER,4
15809302,Wright,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,12621.74, De 8000 - 15000 , 6 ,GOLD,2
15744582,Randall,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,12914.30, De 8000 - 15000 , 6 ,SILVER,4
15799932,Iweobiegbunam,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,13075.51, De 8000 - 15000 , 6 ,PLATINUM,3
15575676,Chung,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,13549.76, De 8000 - 15000 , 6 ,GOLD,2
15753679,Mullawirraburka,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,13567.43, De 8000 - 15000 , 6 ,DIAMOND,1
15608726,Miracle,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,13859.24, De 8000 - 15000 , 6 ,PLATINUM,3
15746028,Chu,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,13861.25, De 8000 - 15000 , 6 ,GOLD,2
15779738,Buccho,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,14137.78, De 8000 - 15000 , 6 ,GOLD,2
15757931,Fang,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,14432.94, De 8000 - 15000 , 6 ,SILVER,4
15632446,Allan,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,15027.49, > 15000 , 7 ,SILVER,4
15631054,Volkova,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,15080.80, > 15000 , 7 ,DIAMOND,1
15575060,Gardner,Francia,2,M,2,24,18 - 25,1,0,De 0 - 25000,1,15188.13, > 15000 , 7 ,DIAMOND,1
15742269,Milano,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,15348.52, > 15000 , 7 ,DIAMOND,1
15573769,Fiorentini,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,15508.83, > 15000 , 7 ,SILVER,4
15672704,Jackson,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,16126.56, > 15000 , 7 ,GOLD,2
15619465,Cameron,Espana,3,F,1,24,18 - 25,1,0,De 0 - 25000,1,16488.88, > 15000 , 7 ,GOLD,2
15628523,Chien,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,16513.42, > 15000 , 7 ,PLATINUM,3
15699095,Chandler,Francia,2,F,1,24,18 - 25,1,0,De 0 - 25000,1,16568.84, > 15000 , 7 ,SILVER,4
15645766,Kosisochukwu,Espana,3,M,2,25,18 - 25,1,0,De 0 - 25000,1,685.66, De 500 - 1000 , 2 ,GOLD,2
15767432,Ts'ai,Francia,2,F,1,25,18 - 25,1,0,De 0 - 25000,1,806.61, De 500 - 1000 , 2 ,PLATINUM,3
15637427,Lu,Espana,3,F,1,25,18 - 25,1,0,De 0 - 25000,1,1275.52, De 1000 - 2000 , 3 ,PLATINUM,3
15642004,Alekseeva,Francia,2,M,2,25,18 - 25,1,0,De 0 - 25000,1,1371.61, De 1000 - 2000 , 3 ,DIAMOND,1
15693814,Niu,Espana,3,M,2,25,18 - 25,1,0,De 0 - 25000,1,1538.49, De 1000 - 2000 , 3 ,PLATINUM,3
15738627,Hussain,Francia,2,M,2,25,18 - 25,1,0,De 0 - 25000,1,1767.97, De 1000 - 2000 , 3 ,PLATINUM,3
15665181,Chung,Espana,3,M,2,25,18 - 25,1,0,De 0 - 25000,1,1931.70, De 1000 - 2000 , 3 ,GOLD,2
15785869,Pisano,Francia,2,F,1,25,18 - 25,1,0,De 0 - 25000,1,2531.68, De 2000 - 3000 , 4 ,PLATINUM,3
15742638,Wang,Francia,2,F,1,25,18 - 25,1,0,De 0 - 25000,1,3503.31, De 3000 - 8000 , 5 ,GOLD,2
15566269,Chialuka,Francia,2,M,2,25,18 - 25,1,0,De 0 - 25000,1,3942.33, De 3000 - 8000 , 5 ,DIAMOND,1
15769781,Nucci,Espana,3,F,1,25,18 - 25,1,0,De 0 - 25000,1,4367.04, De 3000 - 8000 , 5 ,SILVER,4
15681758,Baddeley,Espana,3,F,1,25,18 - 25,1,0,De 0 - 25000,1,5780.16, De 3000 - 8000 , 5 ,GOLD,2
15671590,H?,Espana,3,M,2,25,18 - 25,1,0,De 0 - 25000,1,6156.14, De 3000 - 8000 , 5 ,SILVER,4
15812007,Power,Espana,3,M,2,25,18 - 25,1,0,De 0 - 25000,1,6529.91, De 3000 - 8000 , 5 ,DIAMOND,1
15699507,Messersmith,Francia,2,F,1,25,18 - 25,1,0,De 0 - 25000,1,6866.09, De 3000 - 8000 , 5 ,PLATINUM,3
15643819,Dawson,Francia,2,F,1,25,18 - 25,1,0,De 0 - 25000,1,6875.07, De 3000 - 8000 , 5 ,GOLD,2
